 A(*, *)
 fmt_matr[          14 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          14 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,           7 ]
    5.00E+00  0.00E+00
 fmt_matr[          15 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,           9 ]
    8.19E+02  0.00E+00
 fmt_matr[          15 ,          10 ]
    8.19E+02  0.00E+00
 fmt_matr[          15 ,          11 ]
   -1.64E+03  0.00E+00
 fmt_matr[          15 ,          12 ]
    1.64E+03  0.00E+00
 fmt_matr[          15 ,          13 ]
    8.19E+02  0.00E+00
 fmt_matr[          15 ,          14 ]
    8.19E+02  0.00E+00
 fmt_matr[          15 ,          15 ]
   -1.19E+07  0.00E+00
 fmt_matr[          15 ,          16 ]
    1.64E+03  0.00E+00
 fmt_matr[          15 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          23 ]
    1.50E+01  0.00E+00
 fmt_matr[          15 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          15 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,           8 ]
    5.00E+00  0.00E+00
 fmt_matr[          16 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          10 ]
   -8.19E+02  0.00E+00
 fmt_matr[          16 ,          11 ]
    8.19E+02  0.00E+00
 fmt_matr[          16 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          13 ]
   -8.19E+02  0.00E+00
 fmt_matr[          16 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          15 ]
    8.19E+02  0.00E+00
 fmt_matr[          16 ,          16 ]
   -1.71E+03  0.00E+00
 fmt_matr[          16 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          19 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          23 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          24 ]
    1.50E+01  0.00E+00
 fmt_matr[          16 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          16 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,           9 ]
    1.50E+01  0.00E+00
 fmt_matr[          17 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          17 ]
   -3.12E+02  0.00E+00
 fmt_matr[          17 ,          18 ]
    6.81E+01  0.00E+00
 fmt_matr[          17 ,          19 ]
    1.19E+07  0.00E+00
 fmt_matr[          17 ,          20 ]
   -2.04E+02  0.00E+00
 fmt_matr[          17 ,          21 ]
   -2.04E+02  0.00E+00
 fmt_matr[          17 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          23 ]
    2.04E+02  0.00E+00
 fmt_matr[          17 ,          24 ]
   -2.04E+02  0.00E+00
 fmt_matr[          17 ,          25 ]
    2.50E+01  0.00E+00
 fmt_matr[          17 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          17 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          10 ]
    1.50E+01  0.00E+00
 fmt_matr[          18 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          17 ]
    6.81E+01  0.00E+00
 fmt_matr[          18 ,          18 ]
   -3.12E+02  0.00E+00
 fmt_matr[          18 ,          19 ]
    1.19E+07  0.00E+00
 fmt_matr[          18 ,          20 ]
   -2.04E+02  0.00E+00
 fmt_matr[          18 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          22 ]
   -2.04E+02  0.00E+00
 fmt_matr[          18 ,          23 ]
    2.04E+02  0.00E+00
 fmt_matr[          18 ,          24 ]
   -2.04E+02  0.00E+00
 fmt_matr[          18 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          26 ]
    2.50E+01  0.00E+00
 fmt_matr[          18 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          18 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          11 ]
    1.50E+01  0.00E+00
 fmt_matr[          19 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          17 ]
    2.04E+02  0.00E+00
 fmt_matr[          19 ,          18 ]
    2.04E+02  0.00E+00
 fmt_matr[          19 ,          19 ]
   -2.38E+07  0.00E+00
 fmt_matr[          19 ,          20 ]
    4.08E+02  0.00E+00
 fmt_matr[          19 ,          21 ]
    2.04E+02  0.00E+00
 fmt_matr[          19 ,          22 ]
    2.04E+02  0.00E+00
 fmt_matr[          19 ,          23 ]
   -4.08E+02  0.00E+00
 fmt_matr[          19 ,          24 ]
    4.08E+02  0.00E+00
 fmt_matr[          19 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          27 ]
    2.50E+01  0.00E+00
 fmt_matr[          19 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          19 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          12 ]
    1.50E+01  0.00E+00
 fmt_matr[          20 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          17 ]
   -2.04E+02  0.00E+00
 fmt_matr[          20 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          19 ]
    2.04E+02  0.00E+00
 fmt_matr[          20 ,          20 ]
   -5.46E+02  0.00E+00
 fmt_matr[          20 ,          21 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          22 ]
   -2.04E+02  0.00E+00
 fmt_matr[          20 ,          23 ]
    2.04E+02  0.00E+00
 fmt_matr[          20 ,          24 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          28 ]
    2.50E+01  0.00E+00
 fmt_matr[          20 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          20 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          13 ]
    1.50E+01  0.00E+00
 fmt_matr[          21 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          17 ]
   -2.04E+02  0.00E+00
 fmt_matr[          21 ,          18 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          19 ]
    2.04E+02  0.00E+00
 fmt_matr[          21 ,          20 ]
   -2.04E+02  0.00E+00
 fmt_matr[          21 ,          21 ]
   -3.12E+02  0.00E+00
 fmt_matr[          21 ,          22 ]
    6.81E+01  0.00E+00
 fmt_matr[          21 ,          23 ]
    1.19E+07  0.00E+00
 fmt_matr[          21 ,          24 ]
   -2.04E+02  0.00E+00
 fmt_matr[          21 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          29 ]
    2.50E+01  0.00E+00
 fmt_matr[          21 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          21 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          14 ]
    1.50E+01  0.00E+00
 fmt_matr[          22 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          18 ]
   -2.04E+02  0.00E+00
 fmt_matr[          22 ,          19 ]
    2.04E+02  0.00E+00
 fmt_matr[          22 ,          20 ]
   -2.04E+02  0.00E+00
 fmt_matr[          22 ,          21 ]
    6.81E+01  0.00E+00
 fmt_matr[          22 ,          22 ]
   -3.12E+02  0.00E+00
 fmt_matr[          22 ,          23 ]
    1.19E+07  0.00E+00
 fmt_matr[          22 ,          24 ]
   -2.04E+02  0.00E+00
 fmt_matr[          22 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          30 ]
    2.50E+01  0.00E+00
 fmt_matr[          22 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          22 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          15 ]
    1.50E+01  0.00E+00
 fmt_matr[          23 ,          16 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          17 ]
    2.04E+02  0.00E+00
 fmt_matr[          23 ,          18 ]
    2.04E+02  0.00E+00
 fmt_matr[          23 ,          19 ]
   -4.08E+02  0.00E+00
 fmt_matr[          23 ,          20 ]
    4.08E+02  0.00E+00
 fmt_matr[          23 ,          21 ]
    2.04E+02  0.00E+00
 fmt_matr[          23 ,          22 ]
    2.04E+02  0.00E+00
 fmt_matr[          23 ,          23 ]
   -2.38E+07  0.00E+00
 fmt_matr[          23 ,          24 ]
    4.08E+02  0.00E+00
 fmt_matr[          23 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          31 ]
    2.50E+01  0.00E+00
 fmt_matr[          23 ,          32 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          36 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          37 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          38 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          39 ]
    0.00E+00  0.00E+00
 fmt_matr[          23 ,          40 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           1 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           2 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           3 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           4 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           5 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           6 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           7 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           8 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,           9 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          10 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          11 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          12 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          13 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          14 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          15 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          16 ]
    1.50E+01  0.00E+00
 fmt_matr[          24 ,          17 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          18 ]
   -2.04E+02  0.00E+00
 fmt_matr[          24 ,          19 ]
    2.04E+02  0.00E+00
 fmt_matr[          24 ,          20 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          21 ]
   -2.04E+02  0.00E+00
 fmt_matr[          24 ,          22 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          23 ]
    2.04E+02  0.00E+00
 fmt_matr[          24 ,          24 ]
   -5.46E+02  0.00E+00
 fmt_matr[          24 ,          25 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          26 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          27 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          28 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          29 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          30 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          31 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          32 ]
    2.50E+01  0.00E+00
 fmt_matr[          24 ,          33 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          34 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          35 ]
    0.00E+00  0.00E+00
 fmt_matr[          24 ,          36 ]
